#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 366: Brighton, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type                Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1981-2010)        None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1981-2010)   None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Average (1981-2010)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of average (1981-2010)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Brighton (366) 
# Utah  SNOTEL Site - 8766 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Oct 22, 2018 8:11:38 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1981-2010) (in) Start of Day Values,Snow Water Equivalent % of Median (1981-2010),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Average Precipitation Accumulation (1981-2010) (in) Start of Day Values,Precipitation Accumulation % of Average (1981-2010),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
2002-04-17,13.0,23.0,57,35,26.9,28.7,94,,,
2002-04-18,13.5,22.7,59,42,27.2,28.9,94,,,
2002-04-19,13.9,22.3,62,38,27.6,29.1,95,,,
2002-04-20,14.4,22.0,65,43,28.0,29.2,96,,,
2002-04-21,14.9,21.6,69,50,28.4,29.3,97,,,
2002-04-22,15.0,21.3,70,44,28.6,29.5,97,,,
2002-04-23,15.0,20.9,72,41,28.6,29.6,97,,,
2002-04-24,14.8,20.6,72,38,28.6,29.7,96,,,
2002-04-25,14.5,20.4,71,37,28.6,29.8,96,,,
2002-04-26,13.9,20.2,69,34,28.6,30.0,95,,,
2002-04-27,13.5,20.1,67,28,28.8,30.1,96,,,
2002-04-28,13.7,20.0,69,35,28.9,30.2,96,,,
2002-04-29,13.8,20.1,69,34,29.1,30.4,96,,,
2002-04-30,12.8,20.2,63,32,29.2,30.5,96,,,
2002-05-01,11.9,20.3,59,29,29.2,30.6,95,,,
2002-05-02,11.1,20.3,55,26,29.2,30.8,95,,,
2002-05-03,10.3,20.1,51,25,29.2,30.9,95,,,
2002-05-04,9.9,19.8,50,23,29.2,31.1,94,,,
2002-05-05,8.8,19.4,45,20,29.3,31.3,94,,,
2002-05-06,7.6,18.8,40,18,29.3,31.4,93,,,
2002-05-07,6.1,18.2,34,14,29.4,31.5,93,,,
2002-05-08,3.8,17.4,22,12,29.4,31.7,93,,,
2002-05-09,3.4,16.5,21,10,29.4,31.8,92,,,
2002-05-10,3.3,15.6,21,8,29.4,31.8,92,,,
2002-05-11,3.4,14.8,23,11,29.5,31.9,92,,,
2002-05-12,3.4,14.2,24,7,29.6,32.1,92,,,
2002-05-13,2.2,13.5,16,5,29.6,32.2,92,,,
2002-05-14,1.3,12.9,10,2,29.6,32.3,92,,,
2002-05-15,0.5,12.3,4,1,29.6,32.4,91,,,
2002-05-16,0.0,11.8,0,0,29.6,32.5,91,,,
2002-05-17,0.0,11.1,0,0,29.6,32.5,91,,,
2002-05-18,0.0,10.4,0,0,29.6,32.6,91,,,
2002-05-19,0.0,9.5,0,0,29.6,32.6,91,,,
2002-05-20,0.0,8.2,0,0,29.6,32.7,91,,,
2002-05-21,0.0,6.9,0,0,29.6,32.7,91,,,
2002-05-22,0.1,5.7,2,2,29.9,32.8,91,,,
2002-05-23,0.3,4.5,7,1,30.4,32.9,92,,,
2002-05-24,0.4,3.3,12,2,30.8,33.0,93,,,
2002-05-25,0.0,2.2,0,0,31.0,33.1,94,,,
2002-05-26,0.0,1.4,0,0,31.0,33.2,93,,,
2002-05-27,0.0,0.7,0,0,31.0,33.4,93,,,
2002-05-28,0.0,0.3,0,0,31.0,33.4,93,,,
2002-05-29,0.0,0.1,0,0,31.0,33.4,93,,,
2002-05-30,0.0,0.0,,0,31.0,33.5,93,,,
2002-05-31,0.0,0.0,,0,31.0,33.6,92,,,
2002-06-01,0.0,0.0,,0,31.0,33.7,92,,,
2002-06-02,0.0,0.0,,0,31.0,33.8,92,,,
2002-06-03,0.0,0.0,,0,31.2,33.9,92,,,
2002-06-04,0.0,0.0,,0,31.2,34.0,92,,,
2002-06-05,0.0,0.0,,0,31.2,34.1,92,,,
2002-06-06,0.0,0.0,,0,31.2,34.2,91,,,
2002-06-07,0.0,0.0,,0,31.2,34.3,91,,,
2002-06-08,0.0,0.0,,0,31.2,34.4,91,,,
2002-06-09,0.0,0.0,,0,31.2,34.5,90,,,
2002-06-10,0.0,0.0,,0,31.2,34.7,90,,,
2002-06-11,0.0,0.0,,0,31.2,34.8,90,,,
2002-06-12,0.0,0.0,,0,31.2,34.9,89,,,
2002-06-13,0.0,0.0,,0,31.2,35.0,89,,,
2002-06-14,0.0,0.0,,0,31.2,35.1,89,,,
2002-06-15,0.0,0.0,,0,31.2,35.1,89,,,
2002-06-16,0.0,0.0,,0,31.2,35.2,89,,,
2002-06-17,0.0,0.0,,0,31.2,35.2,89,,,
2002-06-18,0.0,0.0,,0,31.2,35.3,88,,,
2002-06-19,0.0,0.0,,0,31.3,35.4,88,,,
2002-06-20,0.0,0.0,,0,31.3,35.4,88,,,
2002-06-21,0.0,0.0,,0,31.3,35.4,88,,,
2002-06-22,0.0,0.0,,0,31.3,35.5,88,,,
2002-06-23,0.0,0.0,,0,31.3,35.5,88,,,
2002-06-24,0.0,0.0,,0,31.3,35.6,88,,,
2002-06-25,0.0,0.0,,0,31.3,35.6,88,,,
2002-06-26,0.0,0.0,,0,31.3,35.6,88,,,
2002-06-27,0.0,0.0,,0,31.3,35.6,88,,,
2002-06-28,0.0,0.0,,0,31.3,35.6,88,,,
2002-06-29,0.0,0.0,,0,31.3,35.6,88,,,
2002-06-30,0.0,0.0,,0,31.3,35.7,88,,,
2002-07-01,0.0,0.0,,0,31.3,35.7,88,,,
2002-07-02,0.0,0.0,,0,31.3,35.7,88,,,
2002-07-03,0.0,0.0,,0,31.3,35.7,88,,,
2002-07-04,0.0,0.0,,0,31.3,35.8,87,,,
2002-07-05,0.0,0.0,,0,31.3,35.8,87,,,
2002-07-06,0.0,0.0,,0,31.3,35.8,87,,,
2002-07-07,0.0,0.0,,0,31.3,35.8,87,,,
2002-07-08,0.0,0.0,,0,31.3,35.8,87,,,
2002-07-09,0.0,0.0,,0,31.3,35.9,87,,,
2002-07-10,0.0,0.0,,0,31.3,35.9,87,,,
2002-07-11,0.0,0.0,,0,31.3,35.9,87,,,
2002-07-12,0.0,0.0,,0,31.3,36.0,87,,,
2002-07-13,0.0,0.0,,0,31.3,36.0,87,,,
2002-07-14,0.0,0.0,,0,31.3,36.0,87,,,
2002-07-15,0.0,0.0,,0,31.3,36.1,87,,,
2002-07-16,0.0,0.0,,0,31.7,36.1,88,,,
2002-07-17,0.0,0.0,,0,32.3,36.2,89,,,
2002-07-18,0.0,0.0,,0,32.5,36.3,90,,,
2002-07-19,0.0,0.0,,0,32.7,36.3,90,,,
2002-07-20,0.0,0.0,,0,32.7,36.3,90,,,
2002-07-21,0.0,0.0,,0,32.8,36.4,90,,,
2002-07-22,0.0,0.0,,0,32.8,36.4,90,,,
2002-07-23,0.0,0.0,,0,33.0,36.5,90,,,
2002-07-24,0.0,0.0,,0,33.0,36.6,90,,,
2002-07-25,0.0,0.0,,0,33.0,36.6,90,,,
2002-07-26,0.0,0.0,,0,33.0,36.7,90,,,
2002-07-27,0.0,0.0,,0,33.0,36.8,90,,,
2002-07-28,0.0,0.0,,0,33.0,36.8,90,,,
2002-07-29,0.0,0.0,,0,33.0,36.8,90,,,
2002-07-30,0.0,0.0,,0,33.0,36.9,89,,,
2002-07-31,0.0,0.0,,0,33.0,36.9,89,,,
2002-08-01,0.0,0.0,,0,33.0,36.9,89,,,
2002-08-02,0.0,0.0,,0,33.0,37.0,89,,,
2002-08-03,0.0,0.0,,0,33.0,37.1,89,,,
2002-08-04,0.0,0.0,,0,33.0,37.1,89,,,
2002-08-05,0.0,0.0,,0,33.0,37.2,89,,,
2002-08-06,0.0,0.0,,0,33.0,37.3,88,,,
2002-08-07,0.0,0.0,,0,33.0,37.3,88,,,
2002-08-08,0.0,0.0,,0,33.0,37.3,88,,,
2002-08-09,0.0,0.0,,0,33.0,37.4,88,,,
2002-08-10,0.0,0.0,,0,33.0,37.4,88,,,
2002-08-11,0.0,0.0,,0,33.0,37.5,88,,,
2002-08-12,0.0,0.0,,0,33.0,37.6,88,,,
2002-08-13,0.0,0.0,,0,33.0,37.6,88,,,
2002-08-14,0.0,0.0,,0,33.0,37.7,88,,,
2002-08-15,0.0,0.0,,0,33.0,37.7,88,,,
2002-08-16,0.0,0.0,,0,33.0,37.8,87,,,
2002-08-17,0.0,0.0,,0,33.0,37.9,87,,,
2002-08-18,0.0,0.0,,0,33.0,37.9,87,,,
2002-08-19,0.0,0.0,,0,33.0,37.9,87,,,
2002-08-20,0.0,0.0,,0,33.0,38.0,87,,,
2002-08-21,0.0,0.0,,0,33.0,38.1,87,,,
2002-08-22,0.0,0.0,,0,33.0,38.2,86,,,
2002-08-23,0.0,0.0,,0,33.0,38.3,86,,,
2002-08-24,0.0,0.0,,0,33.0,38.4,86,,,
2002-08-25,0.0,0.0,,0,33.0,38.4,86,,,
2002-08-26,0.0,0.0,,0,33.0,38.5,86,,,
2002-08-27,0.0,0.0,,0,33.0,38.5,86,,,
2002-08-28,0.0,0.0,,0,33.0,38.5,86,,,
2002-08-29,0.0,0.0,,0,33.0,38.6,85,,,
2002-08-30,0.0,0.0,,0,33.0,38.6,85,,,
2002-08-31,0.0,0.0,,0,33.0,38.7,85,,,
2002-09-01,0.0,0.0,,0,33.0,38.8,85,,,
2002-09-02,0.0,0.0,,0,33.0,38.9,85,,,
2002-09-03,0.0,0.0,,0,33.0,38.9,85,,,
2002-09-04,0.0,0.0,,0,33.0,39.0,85,,,
2002-09-05,0.0,0.0,,0,33.0,39.1,84,,,
2002-09-06,0.0,0.0,,0,33.2,39.1,85,,,
2002-09-07,0.0,0.0,,0,34.2,39.2,87,,,
2002-09-08,0.0,0.0,,0,34.5,39.3,88,,,
2002-09-09,0.0,0.0,,0,34.9,39.3,89,,,
2002-09-10,0.0,0.0,,0,34.9,39.4,89,,,
2002-09-11,0.0,0.0,,0,35.0,39.5,89,,,
2002-09-12,0.0,0.0,,0,35.3,39.5,89,,,
2002-09-13,0.0,0.0,,0,35.3,39.5,89,,,
2002-09-14,0.0,0.0,,0,35.4,39.6,89,,,
2002-09-15,0.0,0.0,,0,35.4,39.7,89,,,
2002-09-16,0.0,0.0,,0,35.4,39.8,89,,,
2002-09-17,0.0,0.0,,0,36.0,39.9,90,,,
2002-09-18,0.0,0.0,,0,36.7,40.0,92,,,
2002-09-19,0.0,0.0,,0,37.2,40.1,93,,,
2002-09-20,0.0,0.0,,0,37.2,40.2,93,,,
2002-09-21,0.0,0.0,,0,37.2,40.2,93,,,
2002-09-22,0.0,0.0,,0,37.3,40.3,93,,,
2002-09-23,0.0,0.0,,0,37.3,40.4,92,,,
2002-09-24,0.0,0.0,,0,37.3,40.5,92,,,
2002-09-25,0.0,0.0,,0,37.3,40.5,92,,,
2002-09-26,0.0,0.0,,0,37.3,40.6,92,,,
2002-09-27,0.0,0.0,,0,37.3,40.6,92,,,
2002-09-28,0.0,0.0,,0,37.3,40.6,92,,,
2002-09-29,0.0,0.0,,0,37.5,40.6,92,,,
2002-09-30,0.0,0.0,,0,38.4,40.8,94,,,
2002-10-01,0.0,0.0,,0,0.0,0.0,,,,
2002-10-02,0.6,0.0,,4,1.2,0.1,1200,,,
2002-10-03,0.6,0.0,,3,1.6,0.2,800,,,
2002-10-04,0.4,0.0,,3,1.6,0.3,533,,,
2002-10-05,0.3,0.0,,1,1.7,0.4,425,,,
2002-10-06,0.0,0.0,,0,1.7,0.6,283,,,
2002-10-07,0.0,0.0,,0,1.7,0.7,243,,,
2002-10-08,0.0,0.0,,0,1.7,0.7,243,,,
2002-10-09,0.0,0.0,,0,1.7,0.8,213,,,
2002-10-10,0.0,0.0,,0,1.7,0.8,213,,,
2002-10-11,0.0,0.0,,0,1.7,0.9,189,,,
2002-10-12,0.0,0.0,,0,1.7,1.0,170,,,
2002-10-13,0.0,0.0,,0,1.7,1.1,155,,,
2002-10-14,0.0,0.0,,0,1.7,1.1,155,,,
2002-10-15,0.0,0.0,,0,1.7,1.2,142,,,
2002-10-16,0.0,0.0,,0,1.7,1.3,131,,,
2002-10-17,0.0,0.0,,0,1.7,1.4,121,,,
2002-10-18,0.0,0.0,,0,1.7,1.5,113,,,
2002-10-19,0.0,0.0,,0,1.7,1.7,100,,,
2002-10-20,0.0,0.0,,0,1.7,1.8,94,,,
2002-10-21,0.0,0.0,,0,1.7,2.0,85,,,
2002-10-22,0.0,0.0,,0,1.8,2.1,86,,,
2002-10-23,0.0,0.0,,0,2.0,2.1,95,,,
2002-10-24,0.1,0.0,,0,2.4,2.3,104,,,
2002-10-25,0.1,0.0,,0,2.5,2.4,104,,,
2002-10-26,0.0,0.0,,0,2.5,2.5,100,,,
2002-10-27,0.0,0.0,,0,2.6,2.6,100,,,
2002-10-28,0.0,0.1,0,0,2.6,2.7,96,,,
2002-10-29,0.1,0.2,50,1,2.6,2.8,93,,,
2002-10-30,0.3,0.2,150,3,2.8,2.9,97,,,
2002-10-31,0.5,0.4,125,4,3.0,3.1,97,,,
2002-11-01,0.5,0.5,100,3,3.0,3.3,91,,,
2002-11-02,0.5,0.6,83,3,3.0,3.5,86,,,
2002-11-03,0.6,0.7,86,4,3.1,3.7,84,,,
2002-11-04,0.6,0.8,75,4,3.1,3.8,82,,,
2002-11-05,0.6,1.0,60,3,3.1,3.9,79,,,
2002-11-06,0.6,1.1,55,1,3.1,4.1,76,,,
2002-11-07,0.6,1.3,46,1,3.1,4.2,74,,,
2002-11-08,0.6,1.4,43,4,3.1,4.3,72,,,
2002-11-09,1.7,1.6,106,5,4.2,4.5,93,,,
2002-11-10,2.2,1.7,129,15,4.7,4.7,100,,,
2002-11-11,2.9,1.9,153,20,5.4,4.8,113,,,
2002-11-12,3.0,2.0,150,20,5.5,4.9,112,,,
2002-11-13,3.1,2.2,141,16,5.6,5.0,112,,,
2002-11-14,3.3,2.3,143,18,5.8,5.2,112,,,
2002-11-15,3.3,2.4,138,16,5.8,5.4,107,,,
2002-11-16,3.3,2.5,132,18,5.8,5.4,107,,,
2002-11-17,3.3,2.7,122,14,5.8,5.5,105,,,
2002-11-18,3.3,2.8,118,17,5.8,5.7,102,,,
2002-11-19,3.3,2.9,114,15,5.8,5.9,98,,,
2002-11-20,3.3,3.0,110,15,5.8,5.9,98,,,
2002-11-21,3.3,3.2,103,12,5.8,6.1,95,,,
2002-11-22,3.3,3.3,100,13,5.8,6.2,94,,,
2002-11-23,3.3,3.4,97,14,5.8,6.4,91,,,
2002-11-24,3.6,3.5,103,10,6.0,6.6,91,,,
2002-11-25,3.8,3.6,106,18,6.2,6.7,93,,,
2002-11-26,3.8,3.7,103,16,6.2,6.9,90,,,
2002-11-27,3.8,3.9,97,14,6.2,7.1,87,,,
2002-11-28,3.8,4.0,95,15,6.2,7.3,85,,,
2002-11-29,3.8,4.1,93,13,6.3,7.4,85,,,
2002-11-30,3.8,4.3,88,12,6.3,7.6,83,,,
2002-12-01,3.7,4.5,82,12,6.3,7.6,83,,,
2002-12-02,3.7,4.6,80,13,6.3,7.8,81,,,
2002-12-03,3.7,4.7,79,11,6.3,7.9,80,,,
2002-12-04,3.7,4.8,77,13,6.3,8.0,79,,,
2002-12-05,3.7,4.9,76,14,6.3,8.2,77,,,
2002-12-06,3.7,5.0,74,13,6.3,8.3,76,,,
2002-12-07,3.7,5.0,74,14,6.3,8.5,74,,,
2002-12-08,3.6,5.1,71,12,6.3,8.7,72,,,
2002-12-09,3.6,5.2,69,12,6.3,8.9,71,,,
2002-12-10,3.6,5.2,69,15,6.3,9.0,70,,,
2002-12-11,3.6,5.4,67,15,6.3,9.1,69,,,
2002-12-12,3.7,5.6,66,16,6.5,9.3,70,,,
2002-12-13,3.7,5.8,64,14,6.5,9.4,69,,,
2002-12-14,3.7,6.0,62,15,6.5,9.7,67,,,
2002-12-15,3.7,6.3,59,16,6.5,9.8,66,,,
2002-12-16,3.8,6.5,58,16,6.6,9.9,67,,,
2002-12-17,3.8,6.8,56,15,7.0,10.0,70,,,
2002-12-18,4.7,7.0,67,33,7.5,10.2,74,,,
2002-12-19,4.9,7.1,69,30,7.8,10.2,76,,,
2002-12-20,5.0,7.3,68,24,8.2,10.4,79,,,
2002-12-21,5.0,7.5,67,26,8.2,10.5,78,,,
2002-12-22,5.0,7.6,66,25,8.3,10.6,78,,,
2002-12-23,5.0,7.6,66,23,8.3,10.8,77,,,
2002-12-24,5.0,7.7,65,23,8.3,10.9,76,,,
2002-12-25,5.0,7.8,64,24,8.3,11.0,75,,,
2002-12-26,5.0,7.9,63,23,8.3,11.2,74,,,
2002-12-27,5.0,8.0,63,21,8.3,11.3,73,,,
2002-12-28,5.0,8.1,62,22,8.3,11.4,73,,,
2002-12-29,5.0,8.2,61,22,8.3,11.5,72,,,
2002-12-30,5.4,8.3,65,28,8.7,11.7,74,,,
2002-12-31,5.4,8.3,65,25,8.9,11.9,75,,,
2003-01-01,5.8,8.4,69,31,9.3,12.1,77,,,
2003-01-02,5.8,8.5,68,29,9.3,12.3,76,,,
2003-01-03,6.0,8.6,70,26,9.5,12.6,75,,,
2003-01-04,6.0,8.7,69,28,9.6,12.7,76,,,
2003-01-05,6.0,8.9,67,26,9.6,13.0,74,,,
2003-01-06,6.2,9.1,68,28,9.7,13.3,73,,,
2003-01-07,6.2,9.3,67,25,9.7,13.5,72,,,
2003-01-08,6.2,9.5,65,26,9.7,13.7,71,,,
2003-01-09,6.3,9.6,66,26,9.7,13.8,70,,,
2003-01-10,6.6,9.8,67,26,9.8,14.1,70,,,
2003-01-11,6.6,9.9,67,30,10.1,14.4,70,,,
2003-01-12,6.6,10.0,66,28,10.1,14.7,69,,,
2003-01-13,6.6,10.2,65,27,10.1,14.8,68,,,
2003-01-14,6.6,10.4,63,30,10.1,14.9,68,,,
2003-01-15,6.6,10.5,63,28,10.1,15.0,67,,,
2003-01-16,6.6,10.7,62,28,10.1,15.2,66,,,
2003-01-17,6.6,10.9,61,28,10.1,15.4,66,,,
2003-01-18,6.6,11.0,60,27,10.1,15.5,65,,,
2003-01-19,6.6,11.2,59,27,10.1,15.7,64,,,
2003-01-20,6.6,11.2,59,26,10.1,15.8,64,,,
2003-01-21,6.6,11.4,58,28,10.1,16.0,63,,,
2003-01-22,6.6,11.6,57,26,10.1,16.1,63,,,
2003-01-23,6.6,11.8,56,28,10.1,16.3,62,,,
2003-01-24,6.8,12.1,56,26,10.3,16.4,63,,,
2003-01-25,6.9,12.4,56,26,10.4,16.6,63,,,
2003-01-26,7.0,12.7,55,29,10.4,16.8,62,,,
2003-01-27,7.0,13.0,54,28,10.4,17.0,61,,,
2003-01-28,7.4,13.3,56,28,10.7,17.1,63,,,
2003-01-29,7.6,13.5,56,33,11.1,17.3,64,,,
2003-01-30,7.7,13.5,57,31,11.1,17.4,64,,,
2003-01-31,8.0,13.6,59,33,11.2,17.6,64,,,
2003-02-01,8.0,13.6,59,30,11.2,17.7,63,,,
2003-02-02,8.1,13.7,59,31,11.3,17.8,63,,,
2003-02-03,9.0,13.7,66,42,11.5,17.9,64,,,
2003-02-04,9.1,13.8,66,42,12.2,18.1,67,,,
2003-02-05,9.2,13.9,66,42,12.3,18.1,68,,,
2003-02-06,9.2,14.0,66,39,12.4,18.2,68,,,
2003-02-07,9.2,14.2,65,40,12.4,18.3,68,,,
2003-02-08,9.2,14.3,64,39,12.4,18.4,67,,,
2003-02-09,9.4,14.4,65,38,12.5,18.6,67,,,
2003-02-10,9.4,14.6,64,39,12.5,18.8,66,,,
2003-02-11,9.4,14.7,64,35,12.5,18.9,66,,,
2003-02-12,9.5,14.8,64,34,12.5,19.1,65,,,
2003-02-13,9.7,14.9,65,37,12.6,19.2,66,,,
2003-02-14,9.9,15.0,66,36,12.8,19.4,66,,,
2003-02-15,10.1,15.2,66,39,12.9,19.6,66,,,
2003-02-16,10.2,15.5,66,38,13.0,19.8,66,,,
2003-02-17,10.8,15.7,69,44,13.4,19.9,67,,,
2003-02-18,10.8,16.0,68,39,13.7,20.1,68,,,
2003-02-19,10.8,16.2,67,39,13.7,20.3,67,,,
2003-02-20,10.9,16.4,66,42,13.8,20.5,67,,,
2003-02-21,10.9,16.6,66,38,13.8,20.8,66,,,
2003-02-22,10.9,16.7,65,41,13.8,20.9,66,,,
2003-02-23,12.0,16.8,71,51,14.3,21.1,68,,,
2003-02-24,12.1,16.9,72,46,14.5,21.2,68,,,
2003-02-25,12.4,17.1,73,49,14.7,21.5,68,,,
2003-02-26,12.5,17.3,72,49,14.8,21.6,69,,,
2003-02-27,12.5,17.4,72,45,14.8,21.8,68,,,
2003-02-28,12.5,17.6,71,44,14.8,21.9,68,,,
2003-03-01,12.6,17.8,71,44,14.8,22.1,67,,,
2003-03-02,12.8,17.9,72,48,14.9,22.3,67,,,
2003-03-03,12.8,18.0,71,48,14.9,22.3,67,,,
2003-03-04,12.9,18.1,71,49,15.0,22.5,67,,,
2003-03-05,13.2,18.2,73,52,15.2,22.7,67,,,
2003-03-06,13.6,18.3,74,52,15.5,22.9,68,,,
2003-03-07,14.1,18.5,76,55,15.9,23.0,69,,,
2003-03-08,14.1,18.7,75,52,15.9,23.1,69,,,
2003-03-09,14.1,18.8,75,48,15.9,23.2,69,,,
2003-03-10,14.1,19.0,74,46,15.9,23.4,68,,,
2003-03-11,14.1,19.1,74,45,15.9,23.6,67,,,
2003-03-12,14.1,19.3,73,47,15.9,23.7,67,,,
2003-03-13,13.9,19.5,71,44,15.9,23.8,67,,,
2003-03-14,13.9,19.5,71,42,15.9,23.9,67,,,
2003-03-15,13.9,19.6,71,44,16.1,24.1,67,,,
2003-03-16,15.0,19.6,77,51,16.5,24.2,68,,,
2003-03-17,15.4,19.6,79,49,17.7,24.4,73,,,
2003-03-18,16.4,19.7,83,61,18.2,24.6,74,,,
2003-03-19,16.4,19.8,83,60,18.4,24.7,74,,,
2003-03-20,16.4,19.9,82,55,18.6,24.9,75,,,
2003-03-21,16.4,20.0,82,53,18.6,24.9,75,,,
2003-03-22,16.4,20.1,82,55,18.6,25.1,74,,,
2003-03-23,16.4,20.3,81,52,18.7,25.2,74,,,
2003-03-24,16.4,20.4,80,50,18.7,25.4,74,,,
2003-03-25,16.5,20.6,80,54,18.8,25.6,73,,,
2003-03-26,16.6,20.7,80,49,19.0,25.7,74,,,
2003-03-27,17.7,20.9,85,60,19.3,25.8,75,,,
2003-03-28,17.9,21.1,85,56,19.5,26.0,75,,,
2003-03-29,17.9,21.3,84,55,19.5,26.2,74,,,
2003-03-30,17.9,21.6,83,56,19.6,26.4,74,,,
2003-03-31,17.9,21.8,82,55,19.7,26.5,74,,,
2003-04-01,17.7,22.1,80,49,19.7,26.6,74,,,
2003-04-02,17.3,22.4,77,52,19.7,26.8,74,,,
2003-04-03,17.3,22.6,77,55,19.7,27.0,73,,,
2003-04-04,18.0,22.8,79,56,20.0,27.1,74,,,
2003-04-05,18.2,23.0,79,59,20.3,27.3,74,,,
2003-04-06,18.8,23.3,81,61,20.6,27.4,75,,,
2003-04-07,19.0,23.4,81,63,20.8,27.5,76,,,
2003-04-08,19.1,23.5,81,60,20.9,27.7,75,,,
2003-04-09,19.3,23.6,82,53,21.1,27.8,76,,,
2003-04-10,18.8,23.6,80,52,21.1,28.0,75,,,
2003-04-11,18.2,23.5,77,48,21.1,28.1,75,,,
2003-04-12,17.7,23.5,75,45,21.1,28.2,75,,,
2003-04-13,16.9,23.5,72,45,21.1,28.3,75,,,
2003-04-14,16.0,23.4,68,40,21.1,28.3,75,,,
2003-04-15,15.5,23.3,67,40,21.1,28.5,74,,,
2003-04-16,15.5,23.1,67,44,21.1,28.6,74,,,
2003-04-17,15.5,23.0,67,41,21.2,28.7,74,,,
2003-04-18,15.5,22.7,68,42,21.4,28.9,74,,,
2003-04-19,15.5,22.3,70,49,21.8,29.1,75,,,
2003-04-20,15.6,22.0,71,38,21.9,29.2,75,,,
2003-04-21,15.4,21.6,71,40,21.9,29.3,75,,,
2003-04-22,15.3,21.3,72,37,21.9,29.5,74,,,
2003-04-23,15.4,20.9,74,43,22.1,29.6,75,,,
2003-04-24,15.5,20.6,75,42,22.3,29.7,75,,,
2003-04-25,15.3,20.4,75,40,22.3,29.8,75,,,
2003-04-26,14.4,20.2,71,37,22.3,30.0,74,,,
2003-04-27,13.3,20.1,66,35,22.3,30.1,74,,,
2003-04-28,12.7,20.0,64,34,22.3,30.2,74,,,
2003-04-29,12.3,20.1,61,34,22.3,30.4,73,,,
2003-04-30,11.6,20.2,57,32,22.3,30.5,73,,,
2003-05-01,11.6,20.3,57,31,22.3,30.6,73,,,
2003-05-02,11.6,20.3,57,29,22.5,30.8,73,,,
2003-05-03,10.4,20.1,52,30,22.7,30.9,73,,,
2003-05-04,10.4,19.8,53,29,22.8,31.1,73,,,
2003-05-05,11.4,19.4,59,38,23.6,31.3,75,,,
2003-05-06,11.5,18.8,61,37,23.6,31.4,75,,,
2003-05-07,11.5,18.2,63,34,23.9,31.5,76,,,
2003-05-08,11.6,17.4,67,32,24.0,31.7,76,,,
2003-05-09,11.9,16.5,72,36,24.1,31.8,76,,,
2003-05-10,12.3,15.6,79,40,24.5,31.8,77,,,
